uSim ySim yref uMin uMax yMin yMax uSimDig ySimDig vol
0.362393 2.935267 3.000000 0.000000 1.000000 0.000000 10.000000 1484 1201 3.384428e-04
0.293040 2.964590 3.000000 0.000000 1.000000 0.000000 10.000000 1200 1213 3.384428e-04
0.270574 3.013966 3.000000 0.000000 1.000000 0.000000 10.000000 1108 1234 3.384428e-04
0.362637 3.052114 3.000000 0.000000 1.000000 0.000000 10.000000 1485 1249 3.384428e-04
0.328938 3.029278 3.000000 0.000000 1.000000 0.000000 10.000000 1347 1240 3.384428e-04
0.364103 3.013204 3.000000 0.000000 1.000000 0.000000 10.000000 1491 1233 3.384428e-04
0.331136 3.004646 3.000000 0.000000 1.000000 0.000000 10.000000 1356 1230 3.384428e-04
0.282051 3.034070 3.000000 0.000000 1.000000 0.000000 10.000000 1155 1242 3.384428e-04
0.778022 3.066019 4.000000 0.000000 1.000000 0.000000 10.000000 3186 1255 3.384428e-04
0.347253 3.064528 4.000000 0.000000 1.000000 0.000000 10.000000 1422 1254 3.384428e-04
0.429304 3.346190 4.000000 0.000000 1.000000 0.000000 10.000000 1758 1370 3.384428e-04
0.199023 3.610742 4.000000 0.000000 1.000000 0.000000 10.000000 815 1478 3.384428e-04
0.413919 3.894775 4.000000 0.000000 1.000000 0.000000 10.000000 1695 1594 3.384428e-04
0.361905 3.982614 4.000000 0.000000 1.000000 0.000000 10.000000 1482 1630 3.384428e-04
0.545543 4.028111 4.000000 0.000000 1.000000 0.000000 10.000000 2234 1649 2.687985e-04
0.339194 4.020812 4.000000 0.000000 1.000000 0.000000 10.000000 1389 1646 2.687985e-04
0.440781 4.067195 4.000000 0.000000 1.000000 0.000000 10.000000 1805 1665 2.687985e-04
0.494750 4.028765 4.000000 0.000000 1.000000 0.000000 10.000000 2026 1649 2.687985e-04
0.442002 3.970148 4.000000 0.000000 1.000000 0.000000 10.000000 1810 1625 2.687985e-04
0.507204 3.960250 4.000000 0.000000 1.000000 0.000000 10.000000 2077 1621 2.687985e-04
0.448596 3.945745 4.000000 0.000000 1.000000 0.000000 10.000000 1837 1615 2.687985e-04
0.438584 3.966416 4.000000 0.000000 1.000000 0.000000 10.000000 1796 1624 2.687985e-04
0.442979 3.981020 4.000000 0.000000 1.000000 0.000000 10.000000 1814 1630 2.687985e-04
0.407082 4.009508 4.000000 0.000000 1.000000 0.000000 10.000000 1667 1641 2.687985e-04
0.521368 4.018782 4.000000 0.000000 1.000000 0.000000 10.000000 2135 1645 2.687985e-04
0.417338 3.982412 4.000000 0.000000 1.000000 0.000000 10.000000 1709 1630 2.687985e-04
0.472283 3.992819 4.000000 0.000000 1.000000 0.000000 10.000000 1934 1635 2.687985e-04
0.493529 3.972322 4.000000 0.000000 1.000000 0.000000 10.000000 2021 1626 2.687985e-04
0.464957 3.964439 4.000000 0.000000 1.000000 0.000000 10.000000 1904 1623 2.687985e-04
0.343834 4.005358 4.000000 0.000000 1.000000 0.000000 10.000000 1408 1640 2.687985e-04
0.526740 4.043783 4.000000 0.000000 1.000000 0.000000 10.000000 2157 1655 2.687985e-04
0.311600 4.010145 4.000000 0.000000 1.000000 0.000000 10.000000 1276 1642 2.687985e-04
0.446398 4.028601 4.000000 0.000000 1.000000 0.000000 10.000000 1828 1649 2.687985e-04
0.601465 3.935126 4.000000 0.000000 1.000000 0.000000 10.000000 2463 1611 2.687985e-04
0.476435 3.855387 4.000000 0.000000 1.000000 0.000000 10.000000 1951 1578 2.687985e-04
0.379487 3.890675 4.000000 0.000000 1.000000 0.000000 10.000000 1554 1593 2.687985e-04
0.611477 3.935512 4.000000 0.000000 1.000000 0.000000 10.000000 2504 1611 2.687985e-04
0.177778 3.940473 4.000000 0.000000 1.000000 0.000000 10.000000 728 1613 2.687985e-04
0.635897 4.054772 4.000000 0.000000 1.000000 0.000000 10.000000 2604 1660 2.687985e-04
0.354335 3.985857 4.000000 0.000000 1.000000 0.000000 10.000000 1451 1632 2.687985e-04
0.309890 4.070487 4.000000 0.000000 1.000000 0.000000 10.000000 1269 1666 2.687985e-04
0.696703 4.059915 4.000000 0.000000 1.000000 0.000000 10.000000 2853 1662 2.687985e-04
0.209524 3.959331 4.000000 0.000000 1.000000 0.000000 10.000000 858 1621 2.687985e-04
0.693773 4.051538 4.000000 0.000000 1.000000 0.000000 10.000000 2841 1659 2.687985e-04
0.461050 3.983135 4.000000 0.000000 1.000000 0.000000 10.000000 1888 1631 2.687985e-04
0.216117 4.097488 4.000000 0.000000 1.000000 0.000000 10.000000 885 1677 2.687985e-04
0.572650 4.188352 4.000000 0.000000 1.000000 0.000000 10.000000 2345 1715 2.687985e-04
0.455678 4.117088 4.000000 0.000000 1.000000 0.000000 10.000000 1866 1685 2.687985e-04
0.377045 4.140109 4.000000 0.000000 1.000000 0.000000 10.000000 1544 1695 2.687985e-04
0.484982 4.144984 4.000000 0.000000 1.000000 0.000000 10.000000 1986 1697 2.687985e-04
0.489866 4.072518 4.000000 0.000000 1.000000 0.000000 10.000000 2006 1667 2.687985e-04
0.457875 4.028770 4.000000 0.000000 1.000000 0.000000 10.000000 1875 1649 2.687985e-04
0.410012 4.034092 4.000000 0.000000 1.000000 0.000000 10.000000 1679 1651 2.687985e-04
0.398779 4.048848 4.000000 0.000000 1.000000 0.000000 10.000000 1633 1658 1.622410e-04
