uSim ySim yref uMin uMax yMin yMax uSimDig ySimDig vol
0.735775 6.907037 7.000000 0.000000 1.000000 0.000000 10.000000 3013 2828 1.274568e-05
0.852259 6.903824 7.000000 0.000000 1.000000 0.000000 10.000000 3490 2827 1.274568e-05
0.814408 6.883193 7.000000 0.000000 1.000000 0.000000 10.000000 3335 2818 1.274568e-05
0.722589 6.911381 7.000000 0.000000 1.000000 0.000000 10.000000 2959 2830 1.274568e-05
0.749939 6.965194 7.000000 0.000000 1.000000 0.000000 10.000000 3071 2852 1.274568e-05
0.745055 6.995573 7.000000 0.000000 1.000000 0.000000 10.000000 3051 2864 1.274568e-05
0.889377 6.999205 7.000000 0.000000 1.000000 0.000000 10.000000 3642 2866 1.274568e-05
0.815873 6.963800 7.000000 0.000000 1.000000 0.000000 10.000000 3341 2851 1.274568e-05
0.694750 7.003303 7.000000 0.000000 1.000000 0.000000 10.000000 2845 2867 1.274568e-05
0.882295 7.052138 7.000000 0.000000 1.000000 0.000000 10.000000 3613 2887 1.274568e-05
0.643956 7.044908 7.000000 0.000000 1.000000 0.000000 10.000000 2637 2884 1.274568e-05
0.825641 7.099219 7.000000 0.000000 1.000000 0.000000 10.000000 3381 2907 1.274568e-05
0.768498 7.055934 7.000000 0.000000 1.000000 0.000000 10.000000 3147 2889 1.274568e-05
0.809035 7.023128 7.000000 0.000000 1.000000 0.000000 10.000000 3313 2875 1.274568e-05
0.831746 6.976290 7.000000 0.000000 1.000000 0.000000 10.000000 3406 2856 1.102166e-05
0.796337 6.945166 7.000000 0.000000 1.000000 0.000000 10.000000 3261 2844 1.102166e-05
0.765812 6.957857 7.000000 0.000000 1.000000 0.000000 10.000000 3136 2849 1.102166e-05
