uSim ySim yref uMin uMax yMin yMax uSimDig ySimDig vol
0.612698 5.045340 5.000000 0.000000 1.000000 0.000000 10.000000 2509 2066 6.338953e-04
0.546032 5.028770 5.000000 0.000000 1.000000 0.000000 10.000000 2236 2059 6.338953e-04
0.563858 5.036183 5.000000 0.000000 1.000000 0.000000 10.000000 2309 2062 6.338953e-04
0.573626 5.027212 5.000000 0.000000 1.000000 0.000000 10.000000 2349 2058 6.338953e-04
0.582418 5.006241 5.000000 0.000000 1.000000 0.000000 10.000000 2385 2050 6.338953e-04
0.525763 5.007403 5.000000 0.000000 1.000000 0.000000 10.000000 2153 2050 6.338953e-04
0.579243 5.015541 5.000000 0.000000 1.000000 0.000000 10.000000 2372 2053 6.338953e-04
0.558974 5.002531 5.000000 0.000000 1.000000 0.000000 10.000000 2289 2048 6.338953e-04
0.538217 5.019509 5.000000 0.000000 1.000000 0.000000 10.000000 2204 2055 6.338953e-04
0.566789 5.021416 5.000000 0.000000 1.000000 0.000000 10.000000 2321 2056 6.338953e-04
0.561661 5.011043 5.000000 0.000000 1.000000 0.000000 10.000000 2300 2052 6.338953e-04
0.608791 4.989643 5.000000 0.000000 1.000000 0.000000 10.000000 2493 2043 6.338953e-04
0.570940 4.955120 5.000000 0.000000 1.000000 0.000000 10.000000 2338 2029 6.338953e-04
0.578999 4.953390 5.000000 0.000000 1.000000 0.000000 10.000000 2371 2028 6.338953e-04
0.552625 4.968092 5.000000 0.000000 1.000000 0.000000 10.000000 2263 2034 6.338953e-04
0.581685 4.981073 5.000000 0.000000 1.000000 0.000000 10.000000 2382 2039 6.338953e-04
0.548962 4.984522 5.000000 0.000000 1.000000 0.000000 10.000000 2248 2041 6.338953e-04
0.518437 5.023002 5.000000 0.000000 1.000000 0.000000 10.000000 2123 2056 6.338953e-04
0.541148 5.046271 5.000000 0.000000 1.000000 0.000000 10.000000 2216 2066 6.338953e-04
0.497192 5.057933 5.000000 0.000000 1.000000 0.000000 10.000000 2036 2071 6.338953e-04
0.557021 5.058132 5.000000 0.000000 1.000000 0.000000 10.000000 2281 2071 3.746429e-04
0.607326 5.009637 5.000000 0.000000 1.000000 0.000000 10.000000 2487 2051 3.746429e-04
0.591941 4.962569 5.000000 0.000000 1.000000 0.000000 10.000000 2424 2032 3.746429e-04
0.568010 4.947523 5.000000 0.000000 1.000000 0.000000 10.000000 2326 2026 3.746429e-04
0.529915 4.980266 5.000000 0.000000 1.000000 0.000000 10.000000 2170 2039 3.746429e-04
0.499634 5.024124 5.000000 0.000000 1.000000 0.000000 10.000000 2046 2057 3.746429e-04
0.575580 5.032029 5.000000 0.000000 1.000000 0.000000 10.000000 2357 2060 3.746429e-04
0.519658 5.009608 5.000000 0.000000 1.000000 0.000000 10.000000 2128 2051 3.746429e-04
0.624908 4.990745 5.000000 0.000000 1.000000 0.000000 10.000000 2559 2043 3.746429e-04
0.564591 4.943488 5.000000 0.000000 1.000000 0.000000 10.000000 2312 2024 3.746429e-04
0.583883 4.937867 5.000000 0.000000 1.000000 0.000000 10.000000 2391 2022 3.746429e-04
0.525275 4.962903 5.000000 0.000000 1.000000 0.000000 10.000000 2151 2032 3.746429e-04
0.523565 5.005668 5.000000 0.000000 1.000000 0.000000 10.000000 2144 2049 3.746429e-04
0.505495 5.039389 5.000000 0.000000 1.000000 0.000000 10.000000 2070 2063 3.746429e-04
0.572894 5.033885 5.000000 0.000000 1.000000 0.000000 10.000000 2346 2061 3.746429e-04
0.584371 4.994760 5.000000 0.000000 1.000000 0.000000 10.000000 2393 2045 3.746429e-04
0.595604 4.956237 5.000000 0.000000 1.000000 0.000000 10.000000 2439 2029 3.746429e-04
0.590476 4.933969 5.000000 0.000000 1.000000 0.000000 10.000000 2418 2020 3.746429e-04
0.575336 4.928885 5.000000 0.000000 1.000000 0.000000 10.000000 2356 2018 3.746429e-04
0.558486 4.940985 5.000000 0.000000 1.000000 0.000000 10.000000 2287 2023 3.746429e-04
0.468620 4.988437 5.000000 0.000000 1.000000 0.000000 10.000000 1919 2042 3.746429e-04
0.886447 5.014498 7.000000 0.000000 1.000000 0.000000 10.000000 3630 2053 3.746429e-04
0.990476 4.962142 7.000000 0.000000 1.000000 0.000000 10.000000 4056 2031 3.746429e-04
0.920391 5.120938 7.000000 0.000000 1.000000 0.000000 10.000000 3769 2097 3.746429e-04
0.683516 5.572911 7.000000 0.000000 1.000000 0.000000 10.000000 2799 2282 3.746429e-04
0.439316 6.195336 7.000000 0.000000 1.000000 0.000000 10.000000 1799 2536 2.242183e-04
0.382418 6.778123 7.000000 0.000000 1.000000 0.000000 10.000000 1566 2775 2.242183e-04
0.624176 7.119855 7.000000 0.000000 1.000000 0.000000 10.000000 2556 2915 2.242183e-04
0.709158 7.151999 7.000000 0.000000 1.000000 0.000000 10.000000 2904 2928 9.936817e-05
0.892552 7.067662 7.000000 0.000000 1.000000 0.000000 10.000000 3655 2894 9.936817e-05
0.866667 6.921502 7.000000 0.000000 1.000000 0.000000 10.000000 3549 2834 9.936817e-05
0.849817 6.856328 7.000000 0.000000 1.000000 0.000000 10.000000 3480 2807 9.936817e-05
0.790720 6.881227 7.000000 0.000000 1.000000 0.000000 10.000000 3238 2817 9.936817e-05
0.562637 6.979366 7.000000 0.000000 1.000000 0.000000 10.000000 2304 2858 9.936817e-05
0.738706 7.066200 7.000000 0.000000 1.000000 0.000000 10.000000 3025 2893 9.936817e-05
0.976801 6.985005 7.000000 0.000000 1.000000 0.000000 10.000000 4000 2860 9.936817e-05
0.743834 6.884403 7.000000 0.000000 1.000000 0.000000 10.000000 3046 2819 9.936817e-05
0.706960 6.945351 7.000000 0.000000 1.000000 0.000000 10.000000 2895 2844 9.936817e-05
0.763614 6.993704 7.000000 0.000000 1.000000 0.000000 10.000000 3127 2863 9.936817e-05
0.770208 6.994010 7.000000 0.000000 1.000000 0.000000 10.000000 3154 2864 9.936817e-05
0.766300 6.997065 7.000000 0.000000 1.000000 0.000000 10.000000 3138 2865 9.936817e-05
0.788278 6.997710 7.000000 0.000000 1.000000 0.000000 10.000000 3228 2865 9.936817e-05
0.781685 6.990405 7.000000 0.000000 1.000000 0.000000 10.000000 3201 2862 9.936817e-05
0.758242 7.000212 7.000000 0.000000 1.000000 0.000000 10.000000 3105 2866 9.936817e-05
0.766545 7.016528 7.000000 0.000000 1.000000 0.000000 10.000000 3139 2873 9.936817e-05
0.785836 7.014525 7.000000 0.000000 1.000000 0.000000 10.000000 3218 2872 9.936817e-05
0.789744 7.000794 7.000000 0.000000 1.000000 0.000000 10.000000 3234 2866 9.936817e-05
0.818803 6.974240 7.000000 0.000000 1.000000 0.000000 10.000000 3353 2855 9.936817e-05
0.768987 6.972255 7.000000 0.000000 1.000000 0.000000 10.000000 3149 2855 9.618026e-05
0.738706 7.002768 7.000000 0.000000 1.000000 0.000000 10.000000 3025 2867 9.618026e-05
0.902076 7.003095 7.000000 0.000000 1.000000 0.000000 10.000000 3694 2867 9.618026e-05
0.807570 6.961499 7.000000 0.000000 1.000000 0.000000 10.000000 3307 2850 5.719898e-05
0.717705 7.006296 7.000000 0.000000 1.000000 0.000000 10.000000 2939 2869 5.719898e-05
0.706471 7.082747 7.000000 0.000000 1.000000 0.000000 10.000000 2893 2900 5.719898e-05
0.761905 7.123255 7.000000 0.000000 1.000000 0.000000 10.000000 3120 2916 5.719898e-05
0.768987 7.107586 7.000000 0.000000 1.000000 0.000000 10.000000 3149 2910 5.719898e-05
0.825641 7.063873 7.000000 0.000000 1.000000 0.000000 10.000000 3381 2892 5.719898e-05
0.773382 7.028491 7.000000 0.000000 1.000000 0.000000 10.000000 3167 2878 5.719898e-05
0.816117 7.013342 7.000000 0.000000 1.000000 0.000000 10.000000 3342 2871 5.521364e-05
0.710623 7.006750 7.000000 0.000000 1.000000 0.000000 10.000000 2910 2869 5.521364e-05
0.777045 7.030267 7.000000 0.000000 1.000000 0.000000 10.000000 3182 2878 5.521364e-05
0.811477 6.989926 7.000000 0.000000 1.000000 0.000000 10.000000 3323 2862 5.521364e-05
0.796825 6.956338 7.000000 0.000000 1.000000 0.000000 10.000000 3263 2848 5.521364e-05
0.820024 6.936930 7.000000 0.000000 1.000000 0.000000 10.000000 3358 2840 5.521364e-05
0.760928 6.946828 7.000000 0.000000 1.000000 0.000000 10.000000 3116 2844 5.521364e-05
0.744322 6.984576 7.000000 0.000000 1.000000 0.000000 10.000000 3048 2860 5.521364e-05
0.762149 7.014904 7.000000 0.000000 1.000000 0.000000 10.000000 3121 2872 5.521364e-05
0.820513 7.003612 7.000000 0.000000 1.000000 0.000000 10.000000 3360 2867 5.521364e-05
0.824176 6.963864 7.000000 0.000000 1.000000 0.000000 10.000000 3375 2851 5.521364e-05
0.749695 6.962721 7.000000 0.000000 1.000000 0.000000 10.000000 3070 2851 5.521364e-05
0.784127 6.990109 7.000000 0.000000 1.000000 0.000000 10.000000 3211 2862 5.521364e-05
0.776801 6.997598 7.000000 0.000000 1.000000 0.000000 10.000000 3181 2865 5.521364e-05
0.718193 7.015935 7.000000 0.000000 1.000000 0.000000 10.000000 2941 2873 5.521364e-05
0.772405 7.046098 7.000000 0.000000 1.000000 0.000000 10.000000 3163 2885 5.521364e-05
0.793162 7.027618 7.000000 0.000000 1.000000 0.000000 10.000000 3248 2877 5.521364e-05
0.821490 6.995866 7.000000 0.000000 1.000000 0.000000 10.000000 3364 2864 5.521364e-05
0.772161 6.980881 7.000000 0.000000 1.000000 0.000000 10.000000 3162 2858 5.521364e-05
